user_id,signup_date,acquisition_channel,device_type,country,plan_type,funnel_stage,session_count,session_duration_min,features_used,support_tickets,user_feedback,satisfaction_score,upgraded,churned,onboarding_completed,bugs_reported,referral_count,trial_days_left,last_active_days
5045,2025-07-24,Paid,Tablet,India,Basic,First Feature Use,6.0,58.0,7.0,1.0,Ok for basic use,3.4,0,0,1,0.0,0.0,2.0,2.0
5046,2025-05-06,Referral,Mobile,India,Basic,Upgrade,23.0,130.0,14.0,1.0,The API documentation is clear,4.1,1,0,1,0.0,0.0,0.0,13.0
5047,2025-06-27,Referral,Mobile,USA,Basic,Upgrade,10.0,109.0,19.0,,Customer support was excellent,4.5,1,0,1,0.0,1.0,0.0,9.0
5048,2025-11-11,Paid,Mobile,USA,Basic,First Feature Use,10.0,50.0,7.0,0.0,Best SaaS tool I've used,4.8,0,0,1,0.0,0.0,4.0,5.0
5049,2026-02-24,Paid,Mobile,India,Premium,Upgrade,23.0,,12.0,1.0,Real-time sync is fast,4.3,1,0,1,0.0,0.0,0.0,27.0
5050,2025-07-11,Referral,Desktop,USA,Free,First Feature Use,11.0,47.0,3.0,0.0,Data export works perfectly,4.2,0,1,1,0.0,0.0,0.0,5.0
5051,2025-03-22,Referral,Mobile,India,Free,Sign-up,3.0,23.0,0.0,0.0,Works most of the time,2.9,0,1,0,0.0,0.0,0.0,2.0
5052,2025-09-10,Referral,Tablet,USA,Free,First Feature Use,7.0,45.0,7.0,1.0,Will decide after trial ends,3.4,0,1,1,1.0,0.0,0.0,13.0
5053,2025-01-04,Paid,Mobile,India,Premium,Upgrade,24.0,65.0,8.0,0.0,Mobile experience is smooth,4.4,1,0,1,0.0,0.0,0.0,5.0
5054,2025-06-07,Organic,Mobile,USA,Free,Sign-up,4.0,22.0,0.0,0.0,No strong opinion yet,2.6,0,1,0,2.0,0.0,0.0,5.0
5055,2025-10-09,Organic,Mobile,UK,Free,Landing,2.0,13.0,0.0,0.0,Pricing feels too expensive,1.9,0,1,0,1.0,0.0,0.0,1.0
5056,2026-02-09,Organic,Desktop,India,Basic,Upgrade,10.0,130.0,10.0,0.0,Best SaaS tool I've used,4.8,1,0,1,0.0,0.0,0.0,25.0
5057,2025-06-13,Referral,Mobile,USA,Free,Landing,2.0,8.0,0.0,0.0,Cannot customize reports enough,2.3,0,1,0,1.0,0.0,0.0,5.0
5058,2025-12-15,Referral,Mobile,India,Free,Sign-up,2.0,14.0,1.0,1.0,Mobile app crashes while exporting reports,2.0,0,1,0,0.0,0.0,0.0,3.0
5059,2025-07-03,Paid,Desktop,USA,Free,Landing,2.0,14.0,0.0,0.0,No dark mode,2.4,0,1,0,0.0,,0.0,5.0
5060,2025-11-10,Paid,Mobile,USA,Free,Onboarding,6.0,25.0,3.0,1.0,Haven't used all features yet,3.1,0,1,1,1.0,1.0,0.0,3.0
5061,2026-02-23,Organic,Tablet,USA,Free,First Feature Use,5.0,52.0,5.0,0.0,Good enough for my use case,3.8,0,1,1,0.0,1.0,0.0,1.0
5062,2026-01-21,Paid,Mobile,Germany,Free,First Feature Use,10.0,61.0,5.0,1.0,Integration with Slack was seamless,4.1,0,1,1,0.0,1.0,0.0,2.0
5063,2025-01-08,Paid,Mobile,USA,Free,Onboarding,6.0,37.0,3.0,0.0,Will evaluate again next month,3.4,0,1,1,1.0,1.0,0.0,11.0
5064,2025-04-24,Organic,Desktop,UK,Free,Onboarding,4.0,30.0,1.0,1.0,It's fine for now,3.1,0,1,1,0.0,0.0,0.0,12.0
5065,2026-02-13,Organic,Mobile,UK,Free,Sign-up,3.0,13.0,1.0,0.0,Good enough for my use case,3.4,0,1,0,0.0,0.0,0.0,1.0
5066,2025-02-14,Paid,Desktop,USA,Free,First Feature Use,7.0,48.0,5.0,0.0,Room for improvement in UI,3.5,0,1,1,2.0,1.0,0.0,1.0
5067,2025-04-12,Organic,Mobile,USA,Free,Sign-up,2.0,12.0,1.0,0.0,Pricing feels too expensive,2.3,0,1,0,0.0,0.0,0.0,7.0
5068,2025-11-14,Referral,Mobile,USA,Premium,Upgrade,13.0,119.0,13.0,0.0,Data export works perfectly,4.1,1,0,1,0.0,0.0,0.0,22.0
5069,2025-01-24,Organic,Tablet,USA,Free,Landing,1.0,9.0,0.0,0.0,The onboarding tutorial was confusing,2.4,0,1,0,0.0,0.0,0.0,2.0
5070,2026-01-29,Referral,Desktop,USA,Basic,First Feature Use,11.0,34.0,3.0,0.0,The dashboard analytics are extremely useful,,0,0,1,1.0,0.0,2.0,4.0
5071,2025-03-07,Organic,Mobile,India,Free,First Feature Use,8.0,,4.0,3.0,Still exploring features,3.0,0,1,1,0.0,0.0,0.0,13.0
5072,2025-09-28,Organic,Mobile,India,Free,Sign-up,2.0,13.0,0.0,1.0,Support response time is slow,2.0,0,1,0,1.0,0.0,0.0,8.0
5073,2025-08-24,Paid,Mobile,USA,Free,Sign-up,2.0,14.0,1.0,0.0,Billing system is confusing,2.0,0,1,0,0.0,1.0,0.0,3.0
5074,2025-08-06,Paid,Desktop,UK,Free,First Feature Use,6.0,56.0,4.0,2.0,Similar to other tools,2.9,0,1,1,0.0,0.0,0.0,14.0
5075,2025-05-20,Paid,Desktop,USA,Free,First Feature Use,5.0,57.0,6.0,1.0,Nothing exceptional,3.2,0,1,1,1.0,1.0,0.0,5.0
5076,2026-04-07,Organic,Mobile,UK,Free,First Feature Use,7.0,30.0,5.0,1.0,Not blown away but not disappointed,3.3,0,1,1,0.0,0.0,0.0,13.0
5077,2025-02-03,Organic,Mobile,Canada,Free,Sign-up,4.0,14.0,1.0,0.0,Basic features work fine so far,3.1,0,1,0,0.0,0.0,0.0,1.0
5078,2025-07-05,Paid,Mobile,USA,Free,Sign-up,2.0,14.0,0.0,0.0,Email notifications are spammy,2.3,0,1,0,0.0,0.0,0.0,2.0
5079,2025-09-26,Organic,Mobile,UK,Free,Sign-up,4.0,11.0,1.0,0.0,Decent but not great,3.7,0,1,0,1.0,0.0,0.0,8.0
5080,2025-09-13,Organic,Desktop,India,Free,Landing,2.0,13.0,,0.0,Too many steps during setup process,2.4,0,1,0,0.0,0.0,0.0,2.0
5081,2025-07-07,Paid,Mobile,UK,Free,Onboarding,5.0,30.0,1.0,2.0,It's fine for now,2.9,0,1,1,1.0,0.0,0.0,3.0
5082,2025-10-17,Organic,Mobile,USA,Free,Onboarding,5.0,32.0,1.0,1.0,Room for improvement in UI,2.8,0,1,1,1.0,0.0,0.0,11.0
5083,2025-04-09,Organic,Mobile,USA,Free,Landing,2.0,8.0,0.0,0.0,Pricing too high for small businesses,1.3,0,1,0,0.0,,0.0,2.0
5084,2025-10-11,Organic,Mobile,USA,Basic,Upgrade,21.0,101.0,8.0,0.0,Feature updates are frequent and useful,4.3,1,0,1,1.0,0.0,0.0,10.0
5085,2026-01-09,Referral,Mobile,USA,Free,First Feature Use,5.0,32.0,4.0,0.0,Ok for basic use,3.9,0,1,1,4.0,1.0,0.0,6.0
5086,2025-01-12,Organic,Desktop,India,Premium,Upgrade,20.0,142.0,,0.0,Analytics dashboard is insightful,4.6,1,0,1,0.0,0.0,0.0,26.0
5087,2025-01-14,Referral,Desktop,USA,Free,Onboarding,7.0,23.0,2.0,0.0,Works most of the time,2.8,0,1,1,1.0,2.0,0.0,13.0
5088,2025-09-30,Organic,Mobile,India,Free,Sign-up,4.0,19.0,1.0,0.0,No strong opinion yet,2.7,0,1,0,0.0,0.0,0.0,
5089,2025-01-12,Paid,Desktop,USA,Free,Sign-up,2.0,13.0,1.0,0.0,The onboarding tutorial was confusing,2.1,0,1,0,0.0,0.0,0.0,2.0
5090,2026-04-01,Organic,Desktop,USA,Free,Landing,1.0,14.0,0.0,0.0,Too many steps during setup process,1.9,0,1,0,0.0,0.0,0.0,6.0
5091,2026-04-11,Paid,Mobile,UK,Premium,Upgrade,11.0,112.0,16.0,0.0,Data export works perfectly,4.7,1,0,1,1.0,0.0,0.0,12.0
5092,2026-03-17,Referral,Mobile,USA,Free,Landing,1.0,8.0,0.0,1.0,Support response time is slow,1.3,0,1,0,0.0,0.0,0.0,3.0
5093,2025-01-13,Referral,Mobile,UK,Premium,Upgrade,22.0,132.0,7.0,1.0,Love how everything is customisable,4.5,1,0,1,0.0,0.0,0.0,23.0
5094,2026-02-25,Paid,Mobile,USA,Free,Onboarding,7.0,31.0,1.0,0.0,No strong opinion yet,3.6,0,1,1,0.0,0.0,0.0,1.0
5095,2026-01-18,Referral,Desktop,USA,Premium,Upgrade,18.0,112.0,18.0,0.0,Mobile experience is smooth,4.3,1,0,1,1.0,0.0,0.0,22.0
5096,2025-04-09,Organic,Mobile,USA,Free,Landing,1.0,7.0,0.0,0.0,Missing basic integrations,1.7,0,1,0,0.0,0.0,0.0,1.0
5097,2025-02-05,Paid,Tablet,USA,Free,Sign-up,2.0,13.0,1.0,0.0,Feature X is broken for weeks,2.3,0,1,0,1.0,1.0,0.0,8.0
5098,2025-05-18,Paid,Desktop,Germany,Free,First Feature Use,10.0,68.0,4.0,0.0,Highly recommend to other teams,4.1,0,1,1,0.0,0.0,0.0,14.0
5099,2025-03-17,Referral,Mobile,USA,Free,Onboarding,5.0,24.0,2.0,0.0,Similar to other tools,,0,1,1,1.0,0.0,0.0,1.0
5100,2025-05-18,Organic,Desktop,Germany,Free,Sign-up,2.0,21.0,0.0,0.0,Missing basic integrations,2.3,0,1,0,1.0,0.0,0.0,2.0
5101,2025-10-23,Referral,Mobile,USA,Free,Onboarding,6.0,21.0,,0.0,It's fine for now,3.9,0,1,1,1.0,0.0,0.0,12.0
5102,2025-11-24,Paid,Mobile,UK,Free,Sign-up,4.0,12.0,0.0,,Room for improvement in UI,3.2,0,1,0,0.0,0.0,0.0,6.0
5103,2025-11-14,Paid,Desktop,UK,Free,Sign-up,2.0,24.0,1.0,0.0,Too many bugs on mobile,2.4,0,1,0,0.0,0.0,0.0,2.0
5104,2025-01-31,Organic,Mobile,Germany,Basic,First Feature Use,10.0,53.0,5.0,0.0,Reporting module saves a lot of time,4.6,0,0,1,0.0,1.0,5.0,15.0
5105,2025-07-07,Organic,Mobile,India,Free,Sign-up,3.0,20.0,0.0,0.0,Not sure if I'll continue,2.5,0,1,0,0.0,0.0,0.0,2.0
5106,2025-05-24,,Desktop,Canada,Free,Onboarding,6.0,24.0,1.0,0.0,Similar to other tools,3.8,0,1,1,0.0,0.0,0.0,11.0
5107,2025-06-14,Paid,Desktop,India,Free,First Feature Use,5.0,55.0,4.0,2.0,"Works as expected, nothing special",2.5,0,1,1,0.0,0.0,0.0,18.0
5108,2026-03-04,Referral,Mobile,USA,Free,First Feature Use,6.0,43.0,7.0,0.0,Works most of the time,3.4,0,1,1,1.0,0.0,0.0,3.0
5109,2025-06-09,Paid,Mobile,Canada,Free,Onboarding,7.0,21.0,2.0,2.0,Learning curve is medium,2.8,0,1,1,0.0,0.0,0.0,10.0
5110,2025-07-03,Paid,Mobile,Canada,Free,Landing,1.0,11.0,0.0,0.0,Feature X is broken for weeks,1.4,0,1,0,0.0,0.0,0.0,4.0
5111,2025-09-14,Referral,Desktop,USA,Premium,Upgrade,14.0,76.0,7.0,0.0,Worth every penny,4.3,1,0,1,2.0,,0.0,26.0
5112,2026-03-11,Paid,Mobile,Germany,Free,Onboarding,5.0,36.0,1.0,0.0,Works most of the time,,0,1,1,1.0,0.0,0.0,10.0
5113,2026-04-25,Paid,Tablet,India,Premium,Upgrade,15.0,70.0,13.0,0.0,Integration with Slack was seamless,4.9,1,0,1,1.0,0.0,0.0,19.0
5114,2025-04-11,Organic,Desktop,Germany,Free,Sign-up,3.0,19.0,0.0,,Needs a few more integrations,3.0,0,1,0,,0.0,0.0,6.0
5115,2026-04-15,Organic,Desktop,Germany,Free,Landing,2.0,9.0,0.0,0.0,Missing basic integrations,1.3,0,1,0,0.0,0.0,0.0,6.0
5116,2025-01-21,Paid,Tablet,Germany,Free,First Feature Use,10.0,44.0,4.0,1.0,Highly recommend to other teams,4.7,0,1,1,1.0,,0.0,2.0
5117,2025-11-22,Referral,Tablet,Germany,Free,First Feature Use,11.0,43.0,5.0,0.0,The mobile app is surprisingly good,4.8,0,1,1,0.0,0.0,0.0,15.0
5118,2026-01-11,Organic,Mobile,USA,Premium,Upgrade,16.0,71.0,19.0,0.0,Love the reporting features,5.0,1,0,1,1.0,0.0,0.0,5.0
5119,2025-07-17,Organic,Mobile,USA,Free,Landing,1.0,14.0,0.0,0.0,App crashes during report export,1.9,0,1,0,0.0,0.0,0.0,3.0
5120,2026-01-15,Paid,Desktop,USA,Basic,First Feature Use,9.0,67.0,4.0,0.0,The dashboard analytics are extremely useful,4.9,0,0,1,1.0,1.0,4.0,
5121,2025-05-18,Organic,Tablet,USA,Free,Landing,,11.0,0.0,0.0,Trial period too short,2.4,0,1,0,0.0,0.0,0.0,6.0
5122,2025-04-02,Paid,Desktop,USA,Free,Onboarding,4.0,21.0,2.0,1.0,Still exploring features,3.8,0,1,1,0.0,0.0,0.0,11.0
5123,2026-02-01,Paid,Mobile,India,Free,First Feature Use,9.0,55.0,6.0,1.0,Love how everything is customisable,4.1,0,1,1,0.0,0.0,0.0,2.0
5124,2025-01-27,Organic,Desktop,USA,Premium,Upgrade,16.0,135.0,13.0,1.0,Worth every penny,4.9,1,0,1,0.0,1.0,0.0,15.0
5125,2025-04-05,Referral,Mobile,India,Free,Onboarding,6.0,30.0,3.0,1.0,Learning curve is medium,3.8,0,1,1,0.0,0.0,0.0,1.0
5126,2025-07-15,Paid,Tablet,India,Premium,Upgrade,15.0,119.0,17.0,0.0,Very intuitive UI,4.3,1,0,1,0.0,1.0,0.0,13.0
5127,2025-01-31,Paid,Mobile,India,Basic,Upgrade,18.0,113.0,12.0,1.0,The dashboard analytics are extremely useful,4.3,1,0,1,0.0,0.0,0.0,23.0
5128,2026-02-18,Organic,Tablet,USA,Free,Sign-up,4.0,21.0,0.0,0.0,Not blown away but not disappointed,2.7,0,1,0,,0.0,0.0,6.0
5129,2025-01-19,Organic,Mobile,USA,Free,Landing,2.0,7.0,0.0,0.0,UI feels outdated,1.3,0,1,0,0.0,0.0,0.0,1.0
5130,2025-05-28,Referral,Tablet,USA,Premium,Upgrade,20.0,94.0,19.0,0.0,Simple and effective design,4.4,1,0,1,0.0,0.0,0.0,9.0
5131,2025-03-18,Organic,Mobile,USA,Free,Onboarding,3.0,20.0,3.0,0.0,Average experience so far,3.9,0,1,1,1.0,0.0,0.0,8.0
5132,2026-01-18,Organic,Desktop,India,Free,Landing,1.0,14.0,0.0,0.0,Too many steps during setup process,,0,1,0,1.0,0.0,,6.0
5133,2025-11-10,Organic,Tablet,UK,Free,First Feature Use,5.0,64.0,3.0,0.0,No strong opinion yet,3.4,0,1,1,0.0,2.0,0.0,4.0
5134,2026-04-17,Organic,Desktop,India,Premium,Upgrade,21.0,103.0,7.0,0.0,The dashboard analytics are extremely useful,4.5,1,0,1,1.0,0.0,0.0,29.0
5135,2025-11-09,Organic,Desktop,USA,Basic,Onboarding,6.0,36.0,2.0,0.0,Nothing exceptional,3.1,0,0,1,0.0,0.0,11.0,10.0
5136,2025-01-22,Organic,Mobile,USA,Free,Landing,2.0,8.0,0.0,1.0,Missing key features compared to competitors,1.5,0,1,0,0.0,0.0,0.0,4.0
5137,2026-04-16,Referral,Mobile,India,Free,Sign-up,3.0,10.0,1.0,0.0,Not sure if I'll continue,3.6,0,1,0,0.0,0.0,0.0,6.0
5138,2026-04-29,Paid,Desktop,USA,Free,Onboarding,3.0,39.0,1.0,0.0,Could be better but not terrible,2.7,0,1,1,1.0,0.0,,13.0
5139,2025-10-31,Organic,Mobile,UK,Free,First Feature Use,10.0,43.0,7.0,0.0,Love how everything is customisable,4.0,0,1,1,,,0.0,14.0
5140,2025-12-07,Paid,Desktop,India,Free,Sign-up,4.0,23.0,1.0,0.0,Works most of the time,3.8,0,1,0,0.0,0.0,0.0,9.0
5141,2025-07-05,Organic,Desktop,USA,Free,Onboarding,5.0,32.0,2.0,0.0,Standard SaaS experience,2.7,0,1,1,1.0,0.0,0.0,6.0
5142,2025-04-18,Paid,Mobile,UK,Basic,Upgrade,17.0,89.0,15.0,1.0,Best SaaS tool I've used,4.2,1,0,1,0.0,,0.0,2.0
5143,2025-09-13,Organic,Mobile,India,Basic,First Feature Use,5.0,54.0,4.0,0.0,Decent but not great,3.5,0,0,1,1.0,0.0,4.0,5.0
5144,2025-05-18,Organic,Mobile,India,Free,Onboarding,6.0,26.0,3.0,0.0,Room for improvement in UI,2.5,0,1,1,3.0,1.0,0.0,9.0
5145,2026-02-12,Referral,Mobile,USA,Basic,Upgrade,23.0,140.0,14.0,0.0,Love how everything is customisable,4.9,1,0,1,0.0,1.0,0.0,13.0
5146,2026-01-12,Organic,Tablet,India,Premium,Upgrade,23.0,95.0,18.0,0.0,Great value for money,4.6,1,0,1,0.0,0.0,0.0,7.0
5147,2026-04-14,Referral,Desktop,USA,Free,Onboarding,5.0,36.0,1.0,0.0,Will evaluate again next month,2.8,0,1,1,0.0,0.0,0.0,13.0
5148,2025-09-21,Organic,Mobile,UK,Free,First Feature Use,6.0,31.0,3.0,0.0,Ok for basic use,3.2,0,1,1,0.0,0.0,0.0,9.0
5149,2026-02-09,Organic,Mobile,USA,Free,Sign-up,3.0,15.0,0.0,1.0,Needs a few more integrations,3.4,0,1,0,0.0,0.0,0.0,5.0
5150,2025-12-06,Paid,Desktop,USA,Free,Onboarding,3.0,36.0,1.0,0.0,Room for improvement in UI,3.2,0,1,1,1.0,0.0,0.0,9.0
5151,2025-11-04,Paid,Mobile,USA,Premium,Upgrade,23.0,,16.0,0.0,Mobile experience is smooth,4.7,1,0,1,0.0,0.0,0.0,11.0
5152,2026-03-04,Organic,Mobile,USA,Free,Landing,2.0,12.0,0.0,1.0,Export functionality is limited,1.5,0,1,0,0.0,0.0,0.0,1.0
5153,2025-08-11,Organic,Mobile,USA,Free,Landing,1.0,10.0,0.0,0.0,Feature X is broken for weeks,2.4,0,1,0,0.0,0.0,0.0,5.0
5154,2026-03-18,Organic,Desktop,USA,Free,First Feature Use,6.0,63.0,6.0,1.0,Standard SaaS experience,3.6,0,1,1,,0.0,0.0,
5155,2025-06-28,Referral,Mobile,Germany,Basic,Upgrade,17.0,145.0,9.0,0.0,Integration with Slack was seamless,4.4,1,0,1,0.0,1.0,0.0,13.0
5156,2025-04-29,Paid,Mobile,USA,Basic,Onboarding,5.0,,1.0,1.0,Good enough for my use case,2.6,0,0,1,0.0,0.0,5.0,11.0
5157,2025-06-03,Organic,Tablet,Germany,Free,Sign-up,2.0,13.0,0.0,0.0,The onboarding tutorial was confusing,2.2,0,1,0,0.0,0.0,0.0,1.0
5158,2025-11-14,Referral,Mobile,Germany,Basic,First Feature Use,7.0,46.0,5.0,0.0,Haven't used all features yet,2.5,0,0,1,0.0,1.0,2.0,8.0
5159,2026-01-01,Organic,Desktop,USA,Free,Landing,1.0,8.0,0.0,0.0,App crashes during report export,1.9,0,1,0,0.0,0.0,0.0,3.0
5160,2025-01-10,Organic,Mobile,USA,Free,Sign-up,2.0,19.0,0.0,0.0,Support response time is slow,1.2,0,1,0,1.0,0.0,0.0,7.0
5161,2026-01-20,Organic,Mobile,USA,Free,Onboarding,3.0,38.0,1.0,0.0,Works most of the time,3.1,0,1,1,0.0,0.0,0.0,10.0
5162,2025-06-26,Paid,Mobile,Canada,Premium,Upgrade,10.0,86.0,12.0,0.0,The dashboard analytics are extremely useful,4.4,1,0,1,0.0,0.0,0.0,14.0
5163,2025-04-09,Organic,Mobile,India,Free,Onboarding,3.0,36.0,1.0,0.0,Works most of the time,3.1,0,1,1,,0.0,0.0,1.0
5164,2026-03-31,Paid,Mobile,Canada,Free,Onboarding,3.0,23.0,2.0,1.0,Learning curve is medium,3.5,0,1,1,1.0,0.0,0.0,7.0
5165,2025-09-17,Referral,Mobile,USA,Free,Onboarding,7.0,24.0,1.0,0.0,"Works as expected, nothing special",3.4,0,1,1,1.0,0.0,0.0,4.0
5166,2026-03-23,Organic,Mobile,Germany,Free,Onboarding,4.0,31.0,3.0,0.0,"Works as expected, nothing special",3.9,0,1,1,3.0,0.0,0.0,12.0
5167,2026-03-17,Organic,Mobile,USA,Premium,Upgrade,17.0,77.0,,0.0,Real-time sync is fast,4.2,1,0,1,0.0,1.0,0.0,21.0
5168,2025-07-21,Organic,Desktop,Germany,Free,Landing,1.0,5.0,0.0,0.0,Data sync is unreliable,1.2,0,1,0,0.0,0.0,0.0,
5169,2025-05-09,Paid,Desktop,USA,Free,Onboarding,6.0,43.0,3.0,0.0,"Works as expected, nothing special",3.4,0,1,1,1.0,0.0,0.0,12.0
5170,2025-09-23,Referral,Desktop,UK,Free,Onboarding,4.0,29.0,1.0,0.0,"Works as expected, nothing special",3.7,0,1,1,0.0,1.0,0.0,13.0
5171,2026-04-20,Organic,Mobile,India,Basic,Upgrade,19.0,146.0,11.0,0.0,Very intuitive UI,4.8,1,0,1,1.0,1.0,0.0,26.0
5172,2025-01-13,Organic,Tablet,India,Free,Sign-up,,19.0,1.0,1.0,Will evaluate again next month,3.3,0,1,0,1.0,0.0,0.0,1.0
5173,2025-05-26,Organic,Mobile,USA,Free,First Feature Use,5.0,47.0,6.0,,Haven't used all features yet,3.2,0,1,1,0.0,0.0,0.0,10.0
5174,2025-05-02,Organic,Mobile,India,Free,Sign-up,3.0,24.0,0.0,0.0,Decent but not great,3.9,0,1,0,0.0,0.0,0.0,7.0
5175,2025-08-24,Paid,Mobile,USA,Free,Sign-up,3.0,19.0,0.0,0.0,Average experience so far,3.9,0,1,0,0.0,0.0,0.0,5.0
5176,2025-04-15,Organic,Desktop,UK,Free,Onboarding,4.0,42.0,1.0,0.0,Average experience so far,3.1,0,1,1,0.0,0.0,0.0,7.0
5177,2025-05-14,Organic,Desktop,UK,Free,Landing,1.0,12.0,0.0,0.0,Steep learning curve,1.6,0,1,0,0.0,0.0,0.0,1.0
5178,2026-04-27,Paid,Desktop,USA,Free,Landing,1.0,13.0,0.0,0.0,Billing system is confusing,1.3,0,1,0,0.0,,0.0,1.0
5179,2025-11-17,Organic,Mobile,India,Free,Sign-up,2.0,12.0,0.0,0.0,Dashboard loads slowly,1.6,0,1,0,0.0,0.0,0.0,1.0
5180,2025-03-24,Paid,Desktop,USA,Free,Onboarding,5.0,33.0,3.0,1.0,No strong opinion yet,3.0,0,1,1,1.0,0.0,0.0,12.0
5181,2025-09-25,Organic,Mobile,USA,Basic,First Feature Use,11.0,66.0,4.0,0.0,Customer support was excellent,4.1,0,0,1,0.0,0.0,7.0,15.0
5182,2025-05-13,Referral,Mobile,USA,Free,Sign-up,4.0,10.0,1.0,0.0,Meets minimum requirements,3.2,0,1,0,0.0,0.0,0.0,2.0
5183,2026-01-23,Organic,Mobile,Germany,Premium,Upgrade,11.0,86.0,8.0,0.0,The dashboard analytics are extremely useful,4.9,1,0,1,2.0,1.0,0.0,6.0
5184,2026-02-26,Referral,Mobile,UK,Free,Sign-up,2.0,22.0,1.0,0.0,Trial period too short,2.0,0,1,0,0.0,0.0,0.0,3.0
5185,2025-03-16,Organic,Mobile,India,Free,Sign-up,2.0,16.0,0.0,0.0,App crashes during report export,1.2,0,1,0,0.0,0.0,0.0,1.0
5186,2025-08-02,Paid,Desktop,UK,Free,Sign-up,4.0,11.0,1.0,0.0,Meets minimum requirements,2.9,0,1,0,0.0,0.0,0.0,2.0
5187,2025-03-24,Organic,Mobile,India,Free,Sign-up,4.0,10.0,1.0,0.0,Works most of the time,3.7,0,1,0,0.0,0.0,0.0,9.0
5188,2025-01-26,Paid,Mobile,USA,Free,Onboarding,3.0,38.0,,1.0,Average experience so far,4.0,0,1,1,0.0,0.0,0.0,8.0
5189,2025-10-28,Organic,Mobile,India,Free,Landing,2.0,10.0,0.0,0.0,Dashboard loads slowly,1.1,0,1,0,1.0,0.0,0.0,2.0
5190,2026-02-24,Paid,Tablet,USA,Premium,Upgrade,19.0,113.0,19.0,1.0,Support team solved my issue quickly,4.8,1,0,1,,0.0,0.0,21.0
5191,2025-11-30,Paid,Mobile,UK,Free,First Feature Use,7.0,30.0,7.0,0.0,It's fine for now,2.6,0,1,1,0.0,1.0,0.0,8.0
5192,2026-03-19,Paid,Mobile,USA,Free,Sign-up,3.0,18.0,0.0,0.0,No strong opinion yet,,0,1,0,0.0,0.0,0.0,8.0
5193,2025-11-15,Paid,Mobile,Germany,Free,Landing,2.0,7.0,0.0,0.0,Email notifications are spammy,1.1,0,1,0,1.0,0.0,0.0,6.0
5194,2025-04-09,Organic,Desktop,India,Free,First Feature Use,9.0,68.0,3.0,0.0,Love how everything is customisable,4.2,0,1,1,2.0,0.0,0.0,14.0
5195,2025-10-31,Organic,Mobile,Germany,Premium,Upgrade,23.0,96.0,16.0,0.0,Real-time sync is fast,4.8,1,0,1,1.0,0.0,0.0,26.0
5196,2025-02-03,Paid,Mobile,USA,Free,Sign-up,4.0,22.0,0.0,0.0,Decent but not great,3.5,0,1,0,0.0,0.0,0.0,9.0
5197,2025-04-07,,Mobile,USA,Free,Sign-up,3.0,15.0,0.0,0.0,Decent but not great,3.3,0,1,0,0.0,0.0,0.0,3.0
5198,2026-01-22,Organic,Mobile,USA,Free,Onboarding,7.0,31.0,1.0,0.0,Will evaluate again next month,3.9,0,1,1,1.0,0.0,0.0,10.0
5199,2025-08-12,Organic,Mobile,UK,Free,Onboarding,5.0,20.0,1.0,0.0,Still exploring features,2.9,0,1,1,0.0,0.0,0.0,3.0
5200,2026-01-01,Organic,Desktop,India,Free,Onboarding,4.0,42.0,1.0,0.0,Decent but not great,3.0,0,1,1,1.0,0.0,0.0,4.0
5201,2025-01-15,Paid,Tablet,USA,Free,First Feature Use,6.0,60.0,6.0,0.0,Good enough for my use case,3.9,0,1,1,0.0,0.0,0.0,12.0
5202,2025-10-05,Paid,Tablet,USA,Free,First Feature Use,6.0,52.0,6.0,0.0,Learning curve is medium,2.9,0,1,1,0.0,0.0,0.0,15.0
5203,2025-06-10,Referral,Desktop,USA,Basic,First Feature Use,9.0,41.0,6.0,1.0,Love how everything is customisable,4.3,0,0,1,0.0,0.0,3.0,11.0
5204,2026-03-07,Organic,Mobile,India,Free,Sign-up,3.0,19.0,1.0,0.0,Not blown away but not disappointed,2.7,0,1,0,0.0,0.0,0.0,
5205,2026-02-02,Referral,Desktop,USA,Free,First Feature Use,10.0,49.0,5.0,0.0,Easy onboarding experience,4.3,0,1,1,4.0,1.0,0.0,6.0
5206,2026-04-21,Paid,Desktop,Canada,Free,Onboarding,3.0,39.0,2.0,0.0,"Works as expected, nothing special",2.6,0,1,1,1.0,0.0,0.0,2.0
5207,2025-06-19,Referral,Desktop,USA,Free,Onboarding,7.0,22.0,3.0,0.0,Basic features work fine so far,3.9,0,1,1,1.0,0.0,0.0,1.0
5208,2026-03-18,Referral,Mobile,India,Free,First Feature Use,11.0,65.0,7.0,0.0,Best SaaS tool I've used,4.3,0,1,1,1.0,2.0,0.0,19.0
5209,2026-04-27,Paid,Mobile,UK,Free,Sign-up,4.0,16.0,,0.0,Meets minimum requirements,3.4,0,1,0,0.0,0.0,0.0,3.0
5210,2025-11-18,Organic,Tablet,USA,Premium,Upgrade,13.0,123.0,14.0,0.0,Analytics dashboard is insightful,4.4,1,0,1,0.0,2.0,0.0,8.0
5211,2026-02-01,Organic,Tablet,India,Free,Landing,2.0,5.0,0.0,0.0,Data sync is unreliable,2.3,0,1,0,0.0,0.0,0.0,1.0
5212,2025-02-17,Organic,Desktop,USA,Free,Onboarding,5.0,41.0,3.0,0.0,Needs a few more integrations,2.7,0,1,1,0.0,1.0,0.0,13.0
5213,2025-03-14,Referral,Tablet,India,Free,Onboarding,3.0,42.0,2.0,0.0,Still exploring features,2.9,0,1,1,1.0,0.0,0.0,1.0
